epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
361,7640.11,1.24814,0.91732,1.13437,0.72123,0.6289,0.70476,0.40931,1.65006,0.86425,1.24421,0.002872,0.002872,0.002872
362,7661.15,1.2367,0.90552,1.12682,0.72098,0.62808,0.70479,0.40982,1.64976,0.86375,1.24408,0.0028522,0.0028522,0.0028522
363,7682.24,1.2462,0.91828,1.13456,0.7209,0.62907,0.70475,0.40957,1.64969,0.86347,1.24396,0.0028324,0.0028324,0.0028324
364,7703.35,1.23651,0.91148,1.12795,0.72098,0.6275,0.70499,0.40969,1.64886,0.86319,1.24362,0.0028126,0.0028126,0.0028126
365,7724.33,1.22576,0.89292,1.12291,0.7216,0.62679,0.70552,0.41001,1.64878,0.86353,1.24335,0.0027928,0.0027928,0.0027928
366,7747.22,1.23089,0.89855,1.1262,0.72318,0.62612,0.70468,0.40904,1.64846,0.86293,1.2432,0.002773,0.002773,0.002773
367,7768.29,1.23843,0.91666,1.13294,0.72286,0.62521,0.70437,0.40883,1.64819,0.86321,1.24291,0.0027532,0.0027532,0.0027532
368,7789.12,1.23439,0.9126,1.12871,0.72282,0.62606,0.7045,0.40932,1.64742,0.86287,1.24245,0.0027334,0.0027334,0.0027334
369,7810.07,1.23182,0.90614,1.12995,0.72563,0.62462,0.705,0.40908,1.64704,0.86252,1.24227,0.0027136,0.0027136,0.0027136
370,7831.03,1.23035,0.90567,1.12923,0.72631,0.62391,0.70585,0.40991,1.64619,0.86204,1.24153,0.0026938,0.0026938,0.0026938
371,7852.06,1.22867,0.91472,1.13202,0.72917,0.62623,0.70577,0.41054,1.64423,0.86109,1.24061,0.002674,0.002674,0.002674
372,7873.08,1.23838,0.90957,1.12455,0.72947,0.62592,0.70582,0.4109,1.64292,0.86114,1.23989,0.0026542,0.0026542,0.0026542
373,7894.11,1.22067,0.89197,1.11844,0.73043,0.62613,0.70602,0.41091,1.64227,0.86092,1.23937,0.0026344,0.0026344,0.0026344
374,7915.19,1.21485,0.88849,1.12206,0.72916,0.62738,0.70649,0.41183,1.64212,0.86099,1.23937,0.0026146,0.0026146,0.0026146
375,7936.3,1.22852,0.89505,1.12723,0.72892,0.62873,0.70641,0.41102,1.64185,0.8612,1.23906,0.0025948,0.0025948,0.0025948
376,7957.28,1.2297,0.91153,1.12653,0.72496,0.63724,0.70813,0.41197,1.6412,0.86089,1.23879,0.002575,0.002575,0.002575
377,7978.4,1.21154,0.88897,1.12211,0.72567,0.63644,0.70775,0.41143,1.63969,0.86026,1.23784,0.0025552,0.0025552,0.0025552
378,7999.33,1.21119,0.89221,1.11929,0.72338,0.63825,0.70887,0.41275,1.63866,0.86018,1.23724,0.0025354,0.0025354,0.0025354
379,8020.46,1.21436,0.88874,1.11962,0.72297,0.6385,0.70813,0.41214,1.6384,0.86011,1.23686,0.0025156,0.0025156,0.0025156
380,8041.48,1.22103,0.90141,1.12446,0.72157,0.63941,0.70817,0.41229,1.63787,0.86014,1.23669,0.0024958,0.0024958,0.0024958
381,8062.53,1.21413,0.88813,1.12168,0.72139,0.64279,0.70806,0.41237,1.63706,0.85978,1.23613,0.002476,0.002476,0.002476
382,8083.43,1.20825,0.88843,1.11559,0.71564,0.64428,0.70715,0.41233,1.63585,0.85967,1.23534,0.0024562,0.0024562,0.0024562
383,8104.45,1.21644,0.89349,1.12079,0.71427,0.64506,0.7084,0.41315,1.63438,0.85945,1.23483,0.0024364,0.0024364,0.0024364
384,8125.55,1.20544,0.88547,1.11012,0.71947,0.64408,0.70829,0.41272,1.63271,0.85914,1.23398,0.0024166,0.0024166,0.0024166
385,8146.5,1.21209,0.89075,1.12332,0.72044,0.64393,0.70858,0.41314,1.63191,0.85843,1.23349,0.0023968,0.0023968,0.0023968
386,8167.57,1.20161,0.87661,1.11418,0.71928,0.6437,0.70873,0.4137,1.63096,0.85863,1.23304,0.002377,0.002377,0.002377
387,8188.66,1.21509,0.88781,1.12185,0.71939,0.64376,0.71017,0.41486,1.62981,0.85818,1.23243,0.0023572,0.0023572,0.0023572
388,8209.82,1.20989,0.89393,1.1162,0.71756,0.64389,0.70958,0.41557,1.62823,0.85789,1.23159,0.0023374,0.0023374,0.0023374
389,8231.11,1.20099,0.87215,1.11371,0.71732,0.64357,0.70999,0.41635,1.62766,0.85722,1.23122,0.0023176,0.0023176,0.0023176
390,8252.31,1.1959,0.86879,1.11087,0.71741,0.64362,0.70995,0.41617,1.62712,0.85734,1.23091,0.0022978,0.0022978,0.0022978
391,8273.36,1.19814,0.86902,1.11767,0.71565,0.64434,0.70995,0.41598,1.62705,0.85742,1.23097,0.002278,0.002278,0.002278
392,8294.25,1.19972,0.8711,1.11292,0.71661,0.6444,0.7099,0.41626,1.62628,0.85707,1.23056,0.0022582,0.0022582,0.0022582
393,8315.11,1.19777,0.89246,1.11822,0.71498,0.64478,0.70893,0.41584,1.62631,0.85715,1.23037,0.0022384,0.0022384,0.0022384
394,8336.15,1.20559,0.88402,1.11424,0.72121,0.6436,0.70981,0.41546,1.62633,0.85618,1.23021,0.0022186,0.0022186,0.0022186
395,8357.13,1.20194,0.8831,1.11604,0.72598,0.6397,0.70965,0.41605,1.62663,0.85583,1.23029,0.0021988,0.0021988,0.0021988
396,8378.12,1.20075,0.88742,1.11757,0.72673,0.62908,0.70979,0.4164,1.62638,0.85569,1.23018,0.002179,0.002179,0.002179
397,8399.19,1.19564,0.89321,1.11732,0.72621,0.63304,0.71,0.41653,1.62599,0.85608,1.2298,0.0021592,0.0021592,0.0021592
398,8420.27,1.20048,0.88778,1.11862,0.72603,0.63624,0.70929,0.41559,1.62523,0.85571,1.22935,0.0021394,0.0021394,0.0021394
399,8441.15,1.19398,0.88533,1.11497,0.72582,0.63559,0.70854,0.41627,1.62431,0.85572,1.22887,0.0021196,0.0021196,0.0021196
400,8462.04,1.1857,0.85996,1.1054,0.72689,0.63604,0.70794,0.41553,1.62333,0.85591,1.22836,0.0020998,0.0020998,0.0020998
401,8483.09,1.19334,0.88088,1.11024,0.72567,0.63705,0.70781,0.41607,1.62223,0.85568,1.22787,0.00208,0.00208,0.00208
402,8504.04,1.18103,0.86914,1.11,0.72734,0.6375,0.70751,0.41505,1.62183,0.85547,1.22759,0.0020602,0.0020602,0.0020602
403,8524.95,1.18852,0.85137,1.10871,0.72638,0.63778,0.70754,0.41469,1.62163,0.85451,1.22722,0.0020404,0.0020404,0.0020404
404,8545.9,1.17898,0.85396,1.10298,0.72596,0.63824,0.70764,0.4149,1.62123,0.8543,1.22694,0.0020206,0.0020206,0.0020206
405,8566.91,1.18456,0.86142,1.10848,0.73296,0.63488,0.70768,0.41417,1.62025,0.85431,1.22631,0.0020008,0.0020008,0.0020008
406,8587.87,1.19884,0.8809,1.11233,0.73364,0.63547,0.70726,0.41486,1.61933,0.85383,1.22595,0.001981,0.001981,0.001981
407,8608.75,1.18269,0.8641,1.10842,0.73289,0.63586,0.70779,0.41548,1.61728,0.8536,1.22487,0.0019612,0.0019612,0.0019612
408,8629.77,1.19366,0.88285,1.11415,0.73391,0.63562,0.70792,0.41613,1.61617,0.85328,1.22442,0.0019414,0.0019414,0.0019414
409,8650.8,1.19045,0.87399,1.11047,0.73497,0.63196,0.70776,0.41648,1.6147,0.85341,1.2234,0.0019216,0.0019216,0.0019216
410,8671.92,1.18786,0.86267,1.11377,0.7361,0.63196,0.7081,0.41622,1.61394,0.85276,1.22285,0.0019018,0.0019018,0.0019018
411,8693.02,1.1864,0.88242,1.11349,0.7356,0.63232,0.70757,0.41621,1.61212,0.85267,1.2219,0.001882,0.001882,0.001882
412,8713.97,1.18325,0.86751,1.10549,0.73683,0.63022,0.70757,0.41657,1.611,0.85197,1.22125,0.0018622,0.0018622,0.0018622
413,8734.94,1.18121,0.86565,1.10487,0.73319,0.63438,0.70772,0.41726,1.61038,0.85201,1.22087,0.0018424,0.0018424,0.0018424
414,8755.93,1.17081,0.86132,1.10117,0.73431,0.63343,0.70821,0.41767,1.60962,0.85169,1.22035,0.0018226,0.0018226,0.0018226
415,8777.02,1.17786,0.8606,1.10378,0.73328,0.63471,0.70763,0.41742,1.60879,0.85152,1.2201,0.0018028,0.0018028,0.0018028
416,8798.02,1.17481,0.85589,1.09975,0.73989,0.63601,0.70936,0.41791,1.6079,0.85127,1.21936,0.001783,0.001783,0.001783
417,8819.11,1.1802,0.87582,1.10602,0.73478,0.63327,0.70795,0.4167,1.60602,0.85102,1.2183,0.0017632,0.0017632,0.0017632
418,8840.06,1.16977,0.84939,1.09701,0.73667,0.6324,0.70783,0.41703,1.6047,0.85043,1.21768,0.0017434,0.0017434,0.0017434
419,8861.02,1.18132,0.86157,1.10508,0.7359,0.63321,0.70841,0.41737,1.60368,0.85012,1.2172,0.0017236,0.0017236,0.0017236
420,8882.02,1.17298,0.86147,1.10525,0.73685,0.6334,0.70842,0.41808,1.60344,0.85004,1.21688,0.0017038,0.0017038,0.0017038
421,8903.1,1.16556,0.85108,1.09981,0.73627,0.63425,0.70719,0.41813,1.60315,0.8498,1.21649,0.001684,0.001684,0.001684
422,8924.06,1.16851,0.85741,1.09908,0.73794,0.63558,0.70781,0.41835,1.6015,0.84954,1.21569,0.0016642,0.0016642,0.0016642
423,8945.15,1.17065,0.86398,1.1057,0.739,0.63626,0.70727,0.41919,1.59948,0.84889,1.21474,0.0016444,0.0016444,0.0016444
424,8966.22,1.16404,0.84549,1.09586,0.73702,0.63797,0.70788,0.41857,1.59774,0.84882,1.21384,0.0016246,0.0016246,0.0016246
425,8987.23,1.16359,0.85772,1.09958,0.73766,0.63786,0.70759,0.41915,1.59636,0.84819,1.21304,0.0016048,0.0016048,0.0016048
426,9008.21,1.16598,0.85485,1.09256,0.73426,0.63752,0.7072,0.4194,1.5946,0.84854,1.21226,0.001585,0.001585,0.001585
427,9029.3,1.14818,0.85139,1.09425,0.73633,0.63933,0.70741,0.4201,1.59357,0.84794,1.21185,0.0015652,0.0015652,0.0015652
428,9050.51,1.16226,0.84251,1.09271,0.73417,0.63746,0.70727,0.41924,1.59251,0.84767,1.21125,0.0015454,0.0015454,0.0015454
429,9071.54,1.17022,0.85307,1.10279,0.73397,0.64042,0.70689,0.41959,1.59184,0.84739,1.21083,0.0015256,0.0015256,0.0015256
430,9092.5,1.1597,0.8538,1.09625,0.73274,0.64101,0.70684,0.41903,1.59089,0.84704,1.2102,0.0015058,0.0015058,0.0015058
431,9113.44,1.16978,0.86175,1.09875,0.73225,0.64107,0.70706,0.41946,1.59047,0.84662,1.20994,0.001486,0.001486,0.001486
432,9134.53,1.15672,0.85629,1.09432,0.73399,0.64079,0.70708,0.41937,1.58946,0.84622,1.20954,0.0014662,0.0014662,0.0014662
433,9155.47,1.14656,0.83278,1.08991,0.73311,0.64083,0.70693,0.41983,1.58806,0.84612,1.20891,0.0014464,0.0014464,0.0014464
434,9176.43,1.14803,0.83692,1.09187,0.73235,0.64018,0.70698,0.42082,1.5868,0.84589,1.20832,0.0014266,0.0014266,0.0014266
435,9197.54,1.15471,0.84769,1.0967,0.73555,0.64004,0.70813,0.42146,1.58573,0.8462,1.2076,0.0014068,0.0014068,0.0014068
436,9218.73,1.15088,0.83727,1.09145,0.73492,0.64062,0.70836,0.42141,1.58484,0.84579,1.20717,0.001387,0.001387,0.001387
437,9239.69,1.15491,0.84724,1.09746,0.73644,0.64009,0.70918,0.42255,1.58351,0.84549,1.20645,0.0013672,0.0013672,0.0013672
438,9260.87,1.1554,0.84656,1.09418,0.73568,0.6401,0.70899,0.42318,1.58254,0.84544,1.20579,0.0013474,0.0013474,0.0013474
439,9281.89,1.14612,0.83528,1.09173,0.73568,0.64072,0.70917,0.42318,1.58136,0.84533,1.20532,0.0013276,0.0013276,0.0013276
440,9302.98,1.14886,0.84589,1.0927,0.7365,0.63927,0.70876,0.42246,1.57965,0.84536,1.20446,0.0013078,0.0013078,0.0013078
441,9323.98,1.12843,0.82772,1.08608,0.7376,0.63912,0.70899,0.42258,1.57804,0.84489,1.20375,0.001288,0.001288,0.001288
442,9344.88,1.13762,0.83028,1.08618,0.73923,0.6364,0.70978,0.42398,1.57711,0.8446,1.20323,0.0012682,0.0012682,0.0012682
443,9365.95,1.15086,0.8327,1.09067,0.74506,0.63658,0.70997,0.42429,1.57544,0.84487,1.20244,0.0012484,0.0012484,0.0012484
444,9387,1.13996,0.8256,1.08789,0.74414,0.63652,0.71059,0.42496,1.57469,0.84471,1.20214,0.0012286,0.0012286,0.0012286
445,9408.24,1.14665,0.83431,1.08948,0.74651,0.63625,0.7097,0.42503,1.57265,0.84433,1.20119,0.0012088,0.0012088,0.0012088
446,9429.16,1.14618,0.84164,1.08944,0.74696,0.63636,0.71052,0.42577,1.57153,0.84424,1.20079,0.001189,0.001189,0.001189
447,9450.19,1.1429,0.83715,1.08912,0.74757,0.63577,0.71038,0.42601,1.57069,0.84394,1.20046,0.0011692,0.0011692,0.0011692
448,9471.36,1.14173,0.84563,1.09114,0.74981,0.63445,0.7103,0.42562,1.56996,0.84372,1.20005,0.0011494,0.0011494,0.0011494
449,9492.34,1.12988,0.8205,1.08197,0.75106,0.63387,0.7099,0.42617,1.56893,0.84324,1.19949,0.0011296,0.0011296,0.0011296
450,9513.47,1.14344,0.83285,1.08742,0.75194,0.63246,0.70974,0.4262,1.56817,0.84274,1.19903,0.0011098,0.0011098,0.0011098
451,9534.61,1.13665,0.83008,1.08412,0.75073,0.63835,0.71114,0.42763,1.56696,0.84298,1.19833,0.00109,0.00109,0.00109
452,9555.75,1.14178,0.83684,1.08879,0.75234,0.63797,0.71097,0.4268,1.566,0.84301,1.19793,0.0010702,0.0010702,0.0010702
453,9577.95,1.13814,0.82623,1.08501,0.74764,0.63968,0.71034,0.42671,1.56413,0.84204,1.19722,0.0010504,0.0010504,0.0010504
454,9600.07,1.13171,0.82342,1.08657,0.74596,0.64039,0.71048,0.42725,1.56295,0.84214,1.19655,0.0010306,0.0010306,0.0010306
455,9620.97,1.13336,0.83544,1.0853,0.75115,0.63821,0.71015,0.42682,1.56215,0.84195,1.19615,0.0010108,0.0010108,0.0010108
456,9641.83,1.12578,0.81359,1.07756,0.75249,0.63783,0.71013,0.42725,1.56175,0.84217,1.19605,0.000991,0.000991,0.000991
457,9662.71,1.13186,0.82438,1.08625,0.75035,0.63793,0.71031,0.42787,1.56044,0.84177,1.19546,0.0009712,0.0009712,0.0009712
458,9683.77,1.12735,0.8388,1.08415,0.74902,0.63813,0.71032,0.42864,1.55859,0.84194,1.19464,0.0009514,0.0009514,0.0009514
459,9704.89,1.12199,0.82811,1.07662,0.74993,0.63759,0.70971,0.42845,1.55782,0.84179,1.19433,0.0009316,0.0009316,0.0009316
460,9725.83,1.1327,0.83214,1.08503,0.74973,0.63739,0.70949,0.42848,1.5563,0.84146,1.19384,0.0009118,0.0009118,0.0009118
461,9746.69,1.131,0.83428,1.08301,0.74935,0.63764,0.70942,0.42854,1.55545,0.84116,1.19351,0.000892,0.000892,0.000892
462,9767.62,1.12689,0.82626,1.0839,0.74751,0.63958,0.70919,0.42849,1.5549,0.84124,1.19322,0.0008722,0.0008722,0.0008722
463,9788.58,1.11502,0.81813,1.07725,0.74655,0.64108,0.70916,0.42887,1.554,0.84118,1.19278,0.0008524,0.0008524,0.0008524
464,9809.63,1.12627,0.82475,1.0794,0.74688,0.64482,0.70927,0.42908,1.55314,0.84107,1.19223,0.0008326,0.0008326,0.0008326
465,9830.71,1.1169,0.80982,1.07769,0.74787,0.64613,0.7088,0.42901,1.5523,0.84079,1.19176,0.0008128,0.0008128,0.0008128
466,9851.69,1.11726,0.82252,1.07323,0.74936,0.64787,0.70897,0.42935,1.55104,0.84066,1.19134,0.000793,0.000793,0.000793
467,9872.77,1.11514,0.82463,1.07585,0.75236,0.64482,0.70891,0.42919,1.54923,0.84016,1.19045,0.0007732,0.0007732,0.0007732
468,9893.7,1.10833,0.80236,1.07497,0.75217,0.64556,0.7089,0.43012,1.5479,0.84013,1.18973,0.0007534,0.0007534,0.0007534
469,9915.48,1.11936,0.81996,1.07918,0.75399,0.64566,0.70882,0.43029,1.54748,0.84021,1.18963,0.0007336,0.0007336,0.0007336
470,9937.92,1.10824,0.80395,1.07318,0.75295,0.6454,0.709,0.42973,1.54679,0.84026,1.18929,0.0007138,0.0007138,0.0007138
471,9959.67,1.11254,0.82902,1.08245,0.7514,0.64686,0.7089,0.43082,1.54676,0.84051,1.18931,0.000694,0.000694,0.000694
472,9981.2,1.10566,0.80877,1.07211,0.75184,0.64645,0.70886,0.431,1.54551,0.84003,1.18878,0.0006742,0.0006742,0.0006742
473,10002.5,1.10579,0.80665,1.07283,0.75933,0.63965,0.70947,0.4318,1.54407,0.83987,1.18798,0.0006544,0.0006544,0.0006544
474,10023.7,1.11077,0.80204,1.07405,0.74829,0.64723,0.70889,0.43125,1.5425,0.83965,1.18738,0.0006346,0.0006346,0.0006346
475,10045,1.10628,0.8123,1.073,0.74952,0.64749,0.70929,0.43175,1.54166,0.83943,1.18698,0.0006148,0.0006148,0.0006148
476,10065.9,1.10904,0.8093,1.07207,0.75084,0.64779,0.70937,0.43172,1.54103,0.83924,1.1867,0.000595,0.000595,0.000595
477,10086.7,1.09793,0.80098,1.07009,0.7478,0.6483,0.70882,0.43144,1.53968,0.83971,1.18601,0.0005752,0.0005752,0.0005752
478,10107.7,1.10113,0.811,1.07085,0.74748,0.6481,0.70932,0.43275,1.53878,0.8396,1.18555,0.0005554,0.0005554,0.0005554
479,10128.7,1.10936,0.81243,1.07651,0.74563,0.64716,0.70899,0.43217,1.53792,0.83963,1.18512,0.0005356,0.0005356,0.0005356
480,10149.7,1.10164,0.80407,1.07056,0.74822,0.6465,0.70876,0.43281,1.53698,0.83908,1.18457,0.0005158,0.0005158,0.0005158
481,10170.7,1.10718,0.80371,1.06994,0.75261,0.64139,0.70872,0.43336,1.53656,0.83924,1.18438,0.000496,0.000496,0.000496
482,10191.7,1.10195,0.81934,1.07341,0.7529,0.64485,0.70874,0.43288,1.53538,0.8392,1.18389,0.0004762,0.0004762,0.0004762
483,10212.7,1.09101,0.80128,1.06869,0.75577,0.64509,0.70852,0.43334,1.53445,0.83856,1.18356,0.0004564,0.0004564,0.0004564
484,10233.6,1.10724,0.80837,1.07066,0.75536,0.64457,0.70885,0.43407,1.53347,0.83889,1.1831,0.0004366,0.0004366,0.0004366
485,10254.9,1.09116,0.78814,1.06942,0.75708,0.64225,0.70893,0.43452,1.53223,0.8389,1.18261,0.0004168,0.0004168,0.0004168
486,10276,1.0924,0.797,1.06673,0.75829,0.64103,0.70889,0.43474,1.53099,0.83875,1.18202,0.000397,0.000397,0.000397
487,10297.1,1.09115,0.79119,1.06554,0.75666,0.64309,0.70865,0.43448,1.53015,0.83917,1.18173,0.0003772,0.0003772,0.0003772
488,10318.1,1.08875,0.8008,1.06768,0.7568,0.64463,0.70908,0.43527,1.52882,0.83899,1.1812,0.0003574,0.0003574,0.0003574
489,10339.2,1.10077,0.81348,1.07382,0.7571,0.64371,0.70936,0.4352,1.52769,0.83904,1.18069,0.0003376,0.0003376,0.0003376
490,10360.4,1.08846,0.79262,1.06944,0.75683,0.64226,0.70999,0.43638,1.52623,0.83875,1.1802,0.0003178,0.0003178,0.0003178
491,10382.4,1.15255,0.73829,1.12824,0.75415,0.64646,0.7094,0.43573,1.52539,0.83884,1.17991,0.000298,0.000298,0.000298
492,10403,1.11482,0.71525,1.10692,0.7518,0.64563,0.7102,0.43663,1.52441,0.83818,1.17946,0.0002782,0.0002782,0.0002782
493,10423.8,1.09929,0.70319,1.09911,0.75118,0.64639,0.71005,0.43645,1.52366,0.83784,1.17925,0.0002584,0.0002584,0.0002584
494,10444.4,1.09455,0.70083,1.09714,0.75318,0.64427,0.71011,0.4365,1.52287,0.83765,1.17895,0.0002386,0.0002386,0.0002386
495,10465.2,1.08516,0.68938,1.08877,0.75255,0.64443,0.70995,0.43653,1.52203,0.83729,1.17857,0.0002188,0.0002188,0.0002188
496,10485.8,1.08162,0.70081,1.09154,0.7525,0.6446,0.70991,0.43689,1.5209,0.83653,1.17821,0.000199,0.000199,0.000199
497,10506.7,1.08069,0.69613,1.08878,0.75309,0.64343,0.71089,0.43778,1.51945,0.83695,1.17765,0.0001792,0.0001792,0.0001792
498,10527.5,1.07683,0.69293,1.08807,0.75259,0.64307,0.7107,0.43765,1.51847,0.83618,1.17732,0.0001594,0.0001594,0.0001594
499,10548,1.07489,0.69467,1.08618,0.75189,0.6434,0.70896,0.4367,1.51723,0.83664,1.17682,0.0001396,0.0001396,0.0001396
500,10568.6,1.07227,0.6929,1.08268,0.7516,0.64363,0.70898,0.4367,1.51623,0.83696,1.17663,0.0001198,0.0001198,0.0001198
